Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,5/27/18,2018,5,27,,27.1,,16.4,,21.8,,0,,3.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/28/18,2018,5,28,,30.1,,16.5,,23.3,,0,,5.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/29/18,2018,5,29,,25.6,,19.4,,22.5,,0,,4.5,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/30/18,2018,5,30,,26.9,,18.5,,22.7,,0,,4.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,5/31/18,2018,5,31,,28.6,,20.1,,24.4,,0,,6.4,,,M,,M,2.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/1/18,2018,6,1,,28.2,,17.4,,22.8,,0,,4.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/2/18,2018,6,2,,20.5,,14,,17.3,,0.7,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/3/18,2018,6,3,,19.6,,15.5,,17.6,,0.4,,0,,,M,,M,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/4/18,2018,6,4,,20.1,,12.2,,16.2,,1.8,,0,,,M,,M,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/5/18,2018,6,5,,16.1,,11.2,,13.7,,4.3,,0,,,M,,M,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/6/18,2018,6,6,,16.6,,10.9,,13.8,,4.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/7/18,2018,6,7,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/8/18,2018,6,8,,22.5,,14.6,,18.6,,0,,0.6,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/9/18,2018,6,9,,23.8,,14.2,,19,,0,,1,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/10/18,2018,6,10,,21,,14.6,,17.8,,0.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/11/18,2018,6,11,,21.9,,13.4,,17.7,,0.3,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/12/18,2018,6,12,,26.1,,13.3,,19.7,,0,,1.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/13/18,2018,6,13,,27.3,,17.4,,22.4,,0,,4.4,,,M,,M,8.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/14/18,2018,6,14,,24.4,,16,,20.2,,0,,2.2,,,M,,M,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/15/18,2018,6,15,,24.4,,14,,19.2,,0,,1.2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/16/18,2018,6,16,,27.8,,15.2,,21.5,,0,,3.5,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/17/18,2018,6,17,,30.5,,18.2,,24.4,,0,,6.4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/18/18,2018,6,18,,33,,19.5,,26.3,,0,,8.3,,,M,,M,18.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/19/18,2018,6,19,,22.3,,16.8,,19.6,,0,,1.6,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/20/18,2018,6,20,,23.5,,16.4,,20,,0,,2,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/21/18,2018,6,21,,20.4,,15.1,,17.8,,0.2,,0,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/22/18,2018,6,22,,21.6,,14.7,,18.2,,0,,0.2,,,M,,M,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/23/18,2018,6,23,,19,,16,,17.5,,0.5,,0,,,M,,M,6.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/24/18,2018,6,24,,21.3,,16.6,,19,,0,,1,,,M,,M,17.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/25/18,2018,6,25,,23.2,,14.4,,18.8,,0,,0.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/26/18,2018,6,26,,23.1,,13.1,,18.1,,0,,0.1,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/27/18,2018,6,27,,20.2,,17.1,,18.7,,0,,0.7,,,M,,M,6.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/28/18,2018,6,28,,28.6,,19.1,,23.9,,0,,5.9,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/29/18,2018,6,29,,30.9,,19.6,,25.3,,0,,7.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/30/18,2018,6,30,,32.4,,21,,26.7,,0,,8.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/1/18,2018,7,1,,32.7,,22.9,,27.8,,0,,9.8,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/2/18,2018,7,2,,31.6,,21.1,,26.4,,0,,8.4,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/3/18,2018,7,3,,29.6,,19,,24.3,,0,,6.3,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/4/18,2018,7,4,,32.6,,21.3,,27,,0,,9,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/5/18,2018,7,5,,33,,21.7,,27.4,,0,,9.4,,,M,,M,6.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/6/18,2018,7,6,,24.3,,17.1,,20.7,,0,,2.7,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/7/18,2018,7,7,,25.8,,15.3,,20.6,,0,,2.6,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/8/18,2018,7,8,,28.2,,16.9,,22.6,,0,,4.6,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/9/18,2018,7,9,,31.9,,17.1,,24.5,,0,,6.5,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/10/18,2018,7,10,,30.5,,20.4,,25.5,,0,,7.5,,,M,,M,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/11/18,2018,7,11,,26.9,E,18,E,22.5,E,0,E,4.5,E,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/12/18,2018,7,12,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/13/18,2018,7,13,,30.6,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/14/18,2018,7,14,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/15/18,2018,7,15,,30.9,E,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/16/18,2018,7,16,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/17/18,2018,7,17,,28.7,,18.6,,23.6,,0,,5.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/18/18,2018,7,18,,23.9,,17.1,,20.5,,0,,2.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/19/18,2018,7,19,,27.3,,15.8,,21.6,,0,,3.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/20/18,2018,7,20,,28.6,,19,,23.8,,0,,5.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/21/18,2018,7,21,,25.3,,18.5,,21.9,,0,,3.9,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/22/18,2018,7,22,,23.5,,17.4,,20.4,,0,,2.4,,,,,,21.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/23/18,2018,7,23,,27.4,,20.7,,24,,0,,6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/24/18,2018,7,24,,30,,22,,26,,0,,8,,,,,,17.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/25/18,2018,7,25,,29.7,,19.5,,24.6,,0,,6.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/26/18,2018,7,26,,28.8,,18.1,,23.4,,0,,5.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/27/18,2018,7,27,,26.9,,18.5,,22.7,,0,,4.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/28/18,2018,7,28,,24.3,,16.3,,20.3,,0,,2.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/29/18,2018,7,29,,26.5,,14.6,,20.5,,0,,2.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/30/18,2018,7,30,,25.8,,17.8,,21.8,,0,,3.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/31/18,2018,7,31,,24.9,,19.4,,22.2,,0,,4.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/1/18,2018,8,1,,26.4,,21.3,,23.8,,0,,5.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/2/18,2018,8,2,,28.4,,20.1,,24.2,,0,,6.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/3/18,2018,8,3,,28.2,,20.7,,24.4,,0,,6.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/4/18,2018,8,4,,29.9,,20.5,,25.2,,0,,7.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/5/18,2018,8,5,,32.2,,20.6,,26.4,,0,,8.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/6/18,2018,8,6,,32.3,,21.5,,26.9,,0,,8.9,,,,,,10.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/7/18,2018,8,7,,27.9,,19.5,,23.7,,0,,5.7,,,,,,58.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/8/18,2018,8,8,,26.5,,19.7,,23.1,,0,,5.1,,,,,,21.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/9/18,2018,8,9,,29.8,,17.5,,23.7,,0,,5.7,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/10/18,2018,8,10,,25.2,,18.1,,21.6,,0,,3.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/11/18,2018,8,11,,26.8,,17,,21.9,,0,,3.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/12/18,2018,8,12,,27.5,,20.4,,23.9,,0,,5.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/13/18,2018,8,13,,27.5,,20.9,,24.2,,0,,6.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/14/18,2018,8,14,,30.4,,21.9,,26.1,,0,,8.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/15/18,2018,8,15,,31.7,,20.9,,26.3,,0,,8.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/16/18,2018,8,16,,29,,21.5,,25.3,,0,,7.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/17/18,2018,8,17,,27.4,,21.4,,24.4,,0,,6.4,,,,,,26.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/18/18,2018,8,18,,24.5,,19.8,,22.2,,0,,4.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/19/18,2018,8,19,,24.6,,18.8,,21.7,,0,,3.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/20/18,2018,8,20,,25.2,,19.8,,22.5,,0,,4.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/21/18,2018,8,21,,25.8,,20.2,,23,,0,,5,,,,,,38.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/22/18,2018,8,22,,22.2,,16.3,,19.2,,0,,1.2,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/23/18,2018,8,23,,27.3,,15.7,,21.5,,0,,3.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/24/18,2018,8,24,,26.7,,16.8,,21.8,,0,,3.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/25/18,2018,8,25,,25.2,,20.4,,22.8,,0,,4.8,,,,,,8.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/26/18,2018,8,26,,29.2,,20.3,,24.8,,0,,6.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/27/18,2018,8,27,,26.8,,21.2,,24,,0,,6,,,,,,3.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/28/18,2018,8,28,,32.3,,23.2,,27.8,,0,,9.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/29/18,2018,8,29,,28.9,,18.8,,23.8,,0,,5.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/30/18,2018,8,30,,19.1,,16.2,,17.6,,0.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/31/18,2018,8,31,,22.8,,17.3,,20.1,,0,,2.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/1/18,2018,9,1,,27.7,,17,,22.3,,0,,4.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/2/18,2018,9,2,,28.1,,22.3,,25.2,,0,,7.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/3/18,2018,9,3,,32,,22.3,,27.1,,0,,9.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/4/18,2018,9,4,,28.1,,20.8,,24.4,,0,,6.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/5/18,2018,9,5,,32.3,,21.9,,27.1,,0,,9.1,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/6/18,2018,9,6,,26.4,,18.5,,22.4,,0,,4.4,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/7/18,2018,9,7,,23.7,,17.2,,20.4,,0,,2.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/8/18,2018,9,8,,17.8,,13.1,,15.4,,2.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/9/18,2018,9,9,,16.5,,11.5,,14,,4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/10/18,2018,9,10,,16.7,,12.4,,14.6,,3.4,,0,,,,,,32.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/11/18,2018,9,11,,20.3,,15.2,,17.8,,0.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/12/18,2018,9,12,,23.3,,14.2,,18.8,,0,,0.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/13/18,2018,9,13,,24.8,,17.6,,21.2,,0,,3.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/14/18,2018,9,14,,27.7,,20.6,,24.1,,0,,6.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/15/18,2018,9,15,,28.7,,21.7,,25.2,,0,,7.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/16/18,2018,9,16,,28.2,,20.7,,24.5,,0,,6.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/17/18,2018,9,17,,26.3,,20.3,,23.3,,0,,5.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/18/18,2018,9,18,,27.6,,16.4,,22,,0,,4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/19/18,2018,9,19,,20.8,,15.3,,18,,0,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/20/18,2018,9,20,,19.6,,15.5,,17.5,,0.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/21/18,2018,9,21,,30.8,,13.6,,22.2,,0,,4.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/22/18,2018,9,22,,16.5,,10.7,,13.6,,4.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/23/18,2018,9,23,,18.6,,9.7,,14.1,,3.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/24/18,2018,9,24,,19.7,,11.4,,15.5,,2.5,,0,,,,,,3.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/25/18,2018,9,25,,21.4,,16,,18.7,,0,,0.7,,,,,,13.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/26/18,2018,9,26,,22.5,,12.2,,17.3,,0.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/27/18,2018,9,27,,17.3,,10.3,,13.8,,4.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/28/18,2018,9,28,,23,,11.3,,17.1,,0.9,,0,,,,,,3.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/29/18,2018,9,29,,16.5,,9.5,,13,,5,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/30/18,2018,9,30,,13.6,,9.8,,11.7,,6.3,,0,,,,,,8.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/1/18,2018,10,1,,13.4,,8.3,,10.9,,7.1,,0,,,,,,8.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/2/18,2018,10,2,,14,,9.9,,12,,6,,0,,,,,,8.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/3/18,2018,10,3,,19.4,,11.6,,15.5,,2.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/4/18,2018,10,4,,22.2,,8.5,,15.3,,2.7,,0,,,,,,10.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/5/18,2018,10,5,,13.4,,6.5,,9.9,,8.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/6/18,2018,10,6,,17,,10.1,,13.6,,4.4,,0,,,,,,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/7/18,2018,10,7,,15.4,,12.2,,13.8,,4.2,,0,,,,,,6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/8/18,2018,10,8,,15.1,,11.6,,13.3,,4.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/9/18,2018,10,9,,26.4,,14.1,,20.2,,0,,2.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/10/18,2018,10,10,,26.2,,18.9,,22.6,,0,,4.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/11/18,2018,10,11,,22.1,,8.9,,15.5,,2.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/12/18,2018,10,12,,11.6,,6.4,,9,,9,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/13/18,2018,10,13,,10.3,,4.4,,7.4,,10.6,,0,,,,,,1.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/14/18,2018,10,14,,13.9,,4.2,,9.1,,8.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/15/18,2018,10,15,,13.8,,4.2,,9,,9,,0,,,,,,3.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/16/18,2018,10,16,,12.4,,3.3,,7.9,,10.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/17/18,2018,10,17,,9.9,,2,,6,,12,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/18/18,2018,10,18,,8.5,,0,,4.3,,13.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/19/18,2018,10,19,,14.7,,6.8,,10.8,,7.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/20/18,2018,10,20,,12.6,,4.1,,8.3,,9.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/21/18,2018,10,21,,6.5,,1.3,,3.9,,14.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/22/18,2018,10,22,,10.9,,4,,7.5,,10.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/23/18,2018,10,23,,10.2,,3.7,,7,,11,,0,,,,,,2.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/24/18,2018,10,24,,6.3,,2.6,,4.5,,13.5,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/25/18,2018,10,25,,7.9,,2.8,,5.4,,12.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/26/18,2018,10,26,,8.7,,5.2,,7,,11,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/27/18,2018,10,27,,6.9,,1.4,,4.2,,13.8,,0,,,,,,7.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/28/18,2018,10,28,,6.2,,1.8,,4,,14,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/29/18,2018,10,29,,9.1,,2.6,,5.9,,12.1,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/30/18,2018,10,30,,10.3,,0.8,,5.6,,12.4,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/31/18,2018,10,31,,13.3,,6,,9.6,,8.4,,0,,,,,,10.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/1/18,2018,11,1,,9.1,,5.3,,7.2,,10.8,,0,,,,,,33.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/2/18,2018,11,2,,6.1,,4.3,,5.2,,12.8,,0,,,,,,4,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/3/18,2018,11,3,,7.4,,2.8,,5.1,,12.9,,0,,,,,,1.5,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/4/18,2018,11,4,,7.5,,1,,4.3,,13.7,,0,,,,,,0.2,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/5/18,2018,11,5,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/6/18,2018,11,6,,16.4,,8.9,,12.6,,5.4,,0,,,,,,5.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/7/18,2018,11,7,,10,,5.2,,7.6,,10.4,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/8/18,2018,11,8,,6.3,,3.6,,4.9,,13.1,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/9/18,2018,11,9,,5.2,,2.3,,3.7,,14.3,,0,,,,,,12.2,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/10/18,2018,11,10,,3.5,,-1.8,,0.9,,17.1,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/11/18,2018,11,11,,4.7,,-1.1,,1.8,,16.2,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/12/18,2018,11,12,,6.3,,2.1,,4.2,,13.8,,0,,,,,,1.3,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/13/18,2018,11,13,,2.7,,-2.8,,-0.1,,18.1,,0,,,,,,0.2,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/14/18,2018,11,14,,0.7,,-4,,-1.7,,19.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/15/18,2018,11,15,,1.3,,-3.2,,-1,,19,,0,,,,,,11.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/16/18,2018,11,16,,3.3,,0.6,,2,,16,,0,,,,,,7,,5,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/17/18,2018,11,17,,3.4,,-1.9,,0.8,,17.2,,0,,,,,,0.2,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/18/18,2018,11,18,,3.4,,-2.6,,0.4,,17.6,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/19/18,2018,11,19,,4.3,,-1,,1.6,,16.4,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/20/18,2018,11,20,,3.2,,-2.1,,0.6,,17.4,,0,,,,,,0.5,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/21/18,2018,11,21,,2.2,,-11.9,,-4.8,,22.8,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/22/18,2018,11,22,,-5.1,,-12.3,,-8.7,,26.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/23/18,2018,11,23,,3.8,,-5.1,,-0.7,,18.7,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/24/18,2018,11,24,,6.7,,2.1,,4.4,,13.6,,0,,,,,,4.6,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/25/18,2018,11,25,,7.8,,4.9,,6.4,,11.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/26/18,2018,11,26,,6.8,,2.2,,4.5,,13.5,,0,,,,,,26.9,,,,,M,,M
